OCL,0,0,-0.4241,-31.1418,7.7311,13.5818,0.0000,0.0000,0.0000,0.0000
OL,1,0,-0.4440,-27.9762,7.8106,10.6219,0.0000,0.0000,0.0000,0.0000
OL,2,0,-0.4251,-25.1682,7.8573,8.1515,0.0000,0.0000,0.0000,0.0000
OL,3,0,-0.5384,-19.9863,8.3437,4.4332,0.0000,0.0000,0.0000,0.0000
OL,4,0,0.0282,-15.1234,8.7770,5.5200,0.0000,0.0000,0.0000,0.0000
OL,5,0,0.1191,-9.6412,9.9092,9.7430,0.0000,0.0000,0.0000,0.0000
OL,6,0,-0.3001,-4.7278,10.3425,14.1767,0.0000,0.0000,0.0000,0.0000
OL,7,0,0.0011,-0.0003,10.3455,18.8252,0.0000,0.0000,0.0000,0.0000
OR,1,0,-0.5469,-34.2001,7.6786,16.4781,0.0000,0.0000,0.0000,0.0000
OR,2,0,-0.4888,-36.9516,7.5152,19.1753,0.0000,0.0000,0.0000,0.0000
OR,3,0,-0.8042,-42.1261,7.3053,24.2081,0.0000,0.0000,0.0000,0.0000
OR,4,0,-0.4309,-46.9421,7.2522,29.0092,0.0000,0.0000,0.0000,0.0000
OR,5,0,0.0092,-51.9564,7.1394,34.0282,0.0000,0.0000,0.0000,0.0000
OR,6,0,-0.4164,-57.1193,7.1733,39.0921,0.0000,0.0000,0.0000,0.0000
Z,1,0,-0.1019,5.0067,10.5601,23.7124,0.0000,0.0000,0.0000,0.0000
Z,2,0,-29.6806,27.1476,12.5578,52.1393,0.0000,0.0000,0.0000,0.0000
Z,3,0,-39.7884,-16.3619,7.6588,35.6207,0.0000,0.0000,0.0000,0.0000
